id,name,organization,unique_id,award_method,deadline,publish_date,details_link
1234,„Изграждане на нови светофарни уредби на част от уличната мрежа на гр. Козлодуй“,ОБЩИНА КОЗЛОДУЙ,00307-2024-0026,Публично състезание,2024-12-11,2024-12-11,https://app.eop.bg/today/444331
818,"Инженеринг (проектиране, строителство и авторски надзор) за реализиране на дейности по проект „Реконструкция, обновяване, внедряване на енергоспестяващи мерки и модернизация на образователната среда в СУ „Васил Левски“, гр. Севлиево“",ОБЩИНА СЕВЛИЕВО,00189-2024-0050,Публично състезание,2024-12-23,2024-12-11,https://app.eop.bg/today/444700
819,Доставка на обзавеждане,СРЕДНО УЧИЛИЩЕ АЛЕКО КОНСТАНТИНОВ,04946-2024-0006,Събиране на оферти с обява,2024-12-12,2024-12-11,https://app.eop.bg/today/446678
820,"„Предоставяне на услуги по извънгаранционна поддръжка на машини и инструменти, използвани в горското стопанство, вкл. и части за тях (бензиномоторни триони, машини за рязане и цепенена дърва, ленти за гатери и др.) за нуждите на ТП ДГС „Хисар“ за срок от 12 месеца",ЮЖНОЦЕНТРАЛНО ДЪРЖАВНО ПРЕДПРИЯТИЕ ДП,02718-2024-0225,Събиране на оферти с обява,2024-12-16,2024-12-11,https://app.eop.bg/today/444909
821,„Оценка на съответствието на инвестиционен проект за обект: „Център за резидентна грижа за лица в надтрудоспособна възраст без увреждания“,ОБЩИНА СВИЛЕНГРАД,00040-2024-0126,Пряко договаряне,2024-12-12,2024-12-11,https://app.eop.bg/today/446110
822,"""ДОСТАВКА на хранителни продукти за училищен стол към СУ “Св. Паисий Хилендарски”, град Сливо поле, за календарната 2025 година“ по 12 обособени позиции","СРЕДНО  УЧИЛИЩЕ ""СВ. ПАИСИЙ ХИЛЕНДАРСКИ""",01925-2024-0002,Събиране на оферти с обява,2024-12-12,2024-12-11,https://app.eop.bg/today/446957
823,"„Извършване на строително-монтажни работи за преустройство на част от съществуваща сграда, в която се помещава Специализирана болница за активно лечение на пневмофтизиатрични заболявания        „Д-р Никола Пенчев“ - Пазарджик“ ЕООД“",ОБЩИНА ПАЗАРДЖИК,00385-2024-0058,Събиране на оферти с обява,2024-12-13,2024-12-11,https://app.eop.bg/today/446622
824,"„Извършване на услуги по дезинсекция, дезакаризация, дезинфекция и дератизация на територията на Община Ямбол“",ОБЩИНА ЯМБОЛ,00339-2024-0049,Събиране на оферти с обява,2024-12-12,2024-12-11,https://app.eop.bg/today/446426
825,„Доставка и полагане на тартанова настилка в двора на ОУ „Петко Рачов Славейков““,ОБЩИНА ЯМБОЛ,00339-2024-0048,Публично състезание,2024-12-23,2024-12-11,https://app.eop.bg/today/446177
826,"„Строително-монтажни работи за реновиране и модернизация на лаборатории, санитарни помещения и коридори в ИОНХ- БАН“",ИНСТИТУТ ПО ОБЩА И НЕОРГАНИЧНА ХИМИЯ,01146-2024-0005,Събиране на оферти с обява,2024-12-16,2024-12-11,https://app.eop.bg/today/446776
827,„Доставка на специализирана техника по две обособени позиции“,ОБЩИНА ЯМБОЛ,00339-2024-0047,Публично състезание,2024-12-23,2024-12-11,https://app.eop.bg/today/446430
828,Доставка на електромеханични крикове,СТОЛИЧЕН ЕЛЕКТРОТРАНСПОРТ ЕАД,00203-2024-0034,Публично състезание,2025-01-06,2024-12-11,https://app.eop.bg/today/445643
829,„Организиране и осигуряване на един денонощен пост с един охранител на 12-часова смяна за невъоръжена физическа охрана и пропускателен режим за нуждите на „СПЕЦИАЛИЗИРАНА БОЛНИЦА ЗА АКТИВНО ЛЕЧЕНИЕ НА ОНКОЛОГИЧНИ ЗАБОЛЯВАНИЯ ПРОФ. Д-Р МАРИН МУШМОВ” EООД“,„СПЕЦИАЛИЗИРАНА БОЛНИЦА ЗА АКТИВНО ЛЕЧЕНИЕ НА ОНКОЛОГИЧНИ ЗАБОЛЯВАНИЯ „ПРОФ. Д-Р МАРИН МУШМОВ“ ЕООД,00801-2024-0008,Пряко договаряне,2024-12-13,2024-12-11,https://app.eop.bg/today/446294
830,Периодични доставки на течен и газообразен медицински кислород за нуждите на „Университетска многопрофилна болница за активно лечение – Пловдив” АД,УНИВЕРСИТЕТСКА МНОГОПРОФИЛНА БОЛНИЦА ЗА АКТИВНО ЛЕЧЕНИЕ - ПЛОВДИВ АД,00877-2024-0020,Публично състезание,2024-12-23,2024-12-11,https://app.eop.bg/today/446713
831,"""Доставка на гориво за дизелови двигатели за едногодишен период"" за нуждите на ""БДЖ-Пътнически превози""ЕООД","""БДЖ-ПЪТНИЧЕСКИ ПРЕВОЗИ"" съкратено ""БДЖ - ПП"" ЕООД",01605-2024-0047,Договаряне без предварителна покана за участие,2024-12-12,2024-12-11,https://app.eop.bg/today/440146
832,"„Доставка на гориво за отопление за промишлено-комунални цели и доставка на горива за нуждите на автопарка на общинска администрация Брезово за календарните 2025 год., 2026 год. и 2027 год. по обособени позиции“",ОБЩИНА БРЕЗОВО,00362-2024-0035,Договаряне без предварително обявление,2024-12-12,2024-12-11,https://app.eop.bg/today/446818
833,"Отпечатване, доставка и управление на ваучери за храна за работещите в МБАЛ „Д-р Стамен Илиев” АД - гр.Монтана",МНОГОПРОФИЛНА БОЛНИЦА ЗА АКТИВНО ЛЕЧЕНИЕ - Д-Р СТАМЕН ИЛИЕВ АД,00468-2024-0012,Събиране на оферти с обява,2024-12-12,2024-12-11,https://app.eop.bg/today/446937
834,Доставка на автомобили за нуждите на Oбщина Горна Оряховица,ОБЩИНА ГОРНА ОРЯХОВИЦА,00413-2024-0056,Събиране на оферти с обява,2024-12-13,2024-12-11,https://app.eop.bg/today/446789
1433,Доставка на канцеларски материали с две обособени позиции,БЪЛГАРСКИ ПОЩИ ЕАД,00276-2024-0037,Публично състезание,2024-12-11,2024-12-11,https://app.eop.bg/today/437700
836,"„Абонаментно поддържане на внедрения програмен продукт ""Бизнес процесор WEB версия счетоводство /Конто 66/"" за нуждите на УНСС, поделение „Студентски столове и общежития“ при УНСС, поделение „Печатница УНСС“ и поделение „Академично издателство УНСС""",УНИВЕРСИТЕТ ЗА НАЦИОНАЛНО И СВЕТОВНО СТОПАНСТВО,00062-2024-0082,Договаряне без предварително обявление,2024-12-12,2024-12-11,https://app.eop.bg/today/431565
837,"„Предоставяне на услуги по застраховане за нуждите на „ТРОЛЕЙБУСНИ И АВТОБУСНИ ПРЕВОЗИ“ ЕООД, СТАРА ЗАГОРА“  по 3 обособени позиции",Тролейбусни и автобусни превози ЕООД,01369-2024-0009,Събиране на оферти с обява,2024-12-12,2024-12-11,https://app.eop.bg/today/446863
838,„ Доставка чрез закупуване и гаранционна поддръжка на бензиномоторна прътова кастрачка  - 1 /един брой/ за нуждите на ЮЦДП ТП ДГС АКАД.Н.ХАЙТОВ.,ЮЖНОЦЕНТРАЛНО ДЪРЖАВНО ПРЕДПРИЯТИЕ ДП,02718-2024-0224,Събиране на оферти с обява,2024-12-13,2024-12-11,https://app.eop.bg/today/446692
839,"Избор на лицензиран оператор за отпечатване и предоставяне на ваучери за храна и тонизиращи напитки на персонала на ЦСМП –Русе, в т.ч филиалите в гр. Русе, гр. Бяла, гр. Две Могили, гр. Сливо поле и в гр. Ветово, в съответствие с Наредба № 11 от 21.12.2005г. за определяне на условията и реда за осигуряване на безплатна храна и/или добавки към нея.",ЦЕНТЪР ЗА СПЕШНА МЕДИЦИНСКА ПОМОЩ - РУСЕ,00114-2024-0001,Събиране на оферти с обява,2024-12-12,2024-12-11,https://app.eop.bg/today/446748
840,"„Избор на консултант по чл. 166, ал. 1 от ЗУТ за упражняване на строителен надзор по време на изпълнение на обекти на територията на община Белово“ – по обособени позиции",ОБЩИНА БЕЛОВО,00112-2024-0014,Събиране на оферти с обява,2024-12-12,2024-12-11,https://app.eop.bg/today/446248
841,"""Доставка на нови автомобили за нуждите на ВиК Плевен""",ВОДОСНАБДЯВАНЕ И КАНАЛИЗАЦИЯ ЕООД,00004-2024-0039,Пряко договаряне,2024-12-11,2024-12-11,https://app.eop.bg/today/446564
842,ДОСТАВКИ И УСЛУГИ ПО КОНЦЕПЦИЯ ЗА ИЗГРАЖДАНЕ НА УЧИЛИЩНА СТЕМ СРЕДА” ПРИ ИЗПЪЛНЕНИЕ НА ПРОЦЕДУРА BG-RRP-1.015 „УЧИЛИЩНА STEM СРЕДА-ЗЛАТИ ВОЙВОДА,"ОСНОВНО УЧИЛИЩЕ ""БРАТЯ МИЛАДИНОВИ""",05817-2024-0001,Покана до определени лица,2024-12-12,2024-12-11,https://app.eop.bg/today/446867
843,"„Извършване на обследване за енергийна ефективност и сертифициране по реда на ЗЕЕ и установяване на техническите характеристики, свързани с изискванията по чл. 169 ал. 1, т. (1 - 5) ЗУТ и изготвяне на технически паспорт съгласно чл.176а от ЗУТ  на сграда: 21-во СУ „Христо Ботев“","РАЙОН ""ЛОЗЕНЕЦ""",01262-2024-0005,Събиране на оферти с обява,2024-12-12,2024-12-11,https://app.eop.bg/today/446433
844,"Избор на изпълнител на СМР за текущ ремонт на помещения, предвидени за обособяване на  STEM център, в сградата на ПГТО ""Добри Желязков"" по процедура BG-RRP-1.015 - ""Училищна STEM среда"" по НПВУ на Република България, финансирана от Европейския съюз – NextGenerationEU","ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО ТЕКСТИЛ И ОБЛЕКЛО ""ДОБРИ ЖЕЛЯЗКОВ""",04397-2024-0004,Събиране на оферти с обява,2024-12-12,2024-12-11,https://app.eop.bg/today/446768
845,"«Доставка на нови помпени агрегати за нуждите на „Водоснабдяване и Канализация” ЕООД, гр. Хасково по обособени позиции»",ВОДОСНАБДЯВАНЕ И КАНАЛИЗАЦИЯ ЕООД,00440-2024-0024,Публично състезание,2024-12-23,2024-12-11,https://app.eop.bg/today/441990
846,"“Основен ремонт на открити спортни площадки в двора на XIII ОУ ""Св. Паисий Хилендарски"" находящо се в УПИ VII-за училище, кв. 326а, гр. Стара Загора“","ТРИНАДЕСЕТО ОСНОВНО УЧИЛИЩЕ ""СВ. ПАИСИЙ ХИЛЕНДАРСКИ""",03998-2024-0001,Събиране на оферти с обява,2025-01-03,2024-12-11,https://app.eop.bg/today/445461
847,"„ДОСТАВКА И МОНТАЖ НА ОБОРУДВАНЕ ЗА ИЗГРАЖДАНЕ НА STEM СРЕДА ЗА НУЖДИТЕ НА ОУ „ОТЕЦ ПАИСИЙ“, С. БАТОВО“","ОСНОВНО УЧИЛИЩЕ ""ОТЕЦ ПАИСИЙ""",04011-2024-0001,Събиране на оферти с обява,2024-12-13,2024-12-11,https://app.eop.bg/today/446502
848,"ИЗРАБОТВАНЕ НА  ОБЩ УСТРОЙСТВЕН ПЛАН НА ОБЩИНА ЕТРОПОЛЕ, ГР. ЕТРОПОЛЕ",ОБЩИНА ЕТРОПОЛЕ,00099-2024-0029,Събиране на оферти с обява,2024-12-13,2024-12-11,https://app.eop.bg/today/446585
849,"Покупка на гориво за отопление за нуждите на ПГТО „Добри Желязков” гр. Сливен, на основание чл.79, ал.1, т. 7 от ЗОП","ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО ТЕКСТИЛ И ОБЛЕКЛО ""ДОБРИ ЖЕЛЯЗКОВ""",04397-2024-0003,Пряко договаряне,2024-12-12,2024-12-11,https://app.eop.bg/today/446765
850,Извършване на денонощна невъоръжена физическа охрана и  осигуряване и поддържане на техническа охрана със сигнално - охранителна техника (СОТ) за нуждите на Държавна психиатрична болница за лечение на наркомании и алкохолизъм,ДЪРЖАВНА ПСИХИАТРИЧНА БОЛНИЦА ЗА ЛЕЧЕНИЕ НА НАРКОМАНИ И АЛКОХОЛИЗЪМ-СОФИЯ,00855-2024-0004,Пряко договаряне,2024-12-12,2024-12-11,https://app.eop.bg/today/446601
1483,„Изграждане на битова канализация за южната част на град Троян – проект“,ОБЩИНА ТРОЯН,00151-2024-0071,Открита процедура,2024-12-16,2024-12-11,https://app.eop.bg/today/436726
851,Доставка на природен газ за нуждите на Държавна психиатрична болница гр. Ловеч,ДЪРЖАВНА ПСИХИАТРИЧНА БОЛНИЦА - ЛОВЕЧ,01018-2024-0008,Договаряне без предварително обявление,2024-12-16,2024-12-11,https://app.eop.bg/today/446756
852,"„Доставка на натриев хипохлорит /белина/ за нуждите на „ВиК“ ООД, гр. Монтана”",ВОДОСНАБДЯВАНЕ И КАНАЛИЗАЦИЯ ООД,00567-2024-0019,Публично състезание,2025-01-08,2024-12-11,https://app.eop.bg/today/442371
853,„Изготвяне на инвестиционни проекти във фаза работен проект по обособени позиции“.,ОБЩИНА АРДИНО,00532-2024-0044,Открита процедура,2025-01-02,2024-12-11,https://app.eop.bg/today/446477
854,"„Инженеринг - проектиране, строителство и авторски надзор за обект: „Модернизация на образователна среда в детска градина „Синчец“, гр. Видин“,",ОБЩИНА ВИДИН,00051-2024-0068,Открита процедура,2025-01-03,2024-12-11,https://app.eop.bg/today/446425
855,"Доставка на общоболнични и анестезиологични медицински изделия и консумативи, необходими за дейността  на УМБАЛ „Проф. Д-р Ст. Киркович“АД, гр. Стара Загора","УНИВЕРСИТЕТСКА МНОГОПРОФИЛНА БОЛНИЦА ЗА АКТИВНО ЛЕЧЕНИЕ - ПРОФ., Д-Р СТОЯН КИРКОВИЧ АД",00536-2024-0047,Открита процедура,2025-01-09,2024-12-11,https://app.eop.bg/today/446341
856,„Доставка на принтери и многофункционални устройства за нуждите на ЮЗУ „Неофит Рилски“,"ЮГОЗАПАДЕН УНИВЕРСИТЕТ ""НЕОФИТ РИЛСКИ""",00285-2024-0028,Открита процедура,2025-01-06,2024-12-11,https://app.eop.bg/today/446143
857,„Изготвяне на технически проект за подмяна на съществуващ довеждащ водопровод Гръбчево-Трявна“,ОБЩИНА ТРЯВНА,01042-2024-0037,Открита процедура,2024-12-30,2024-12-11,https://app.eop.bg/today/446108
858,"Доставка на таблети, необходими за работа с дигитален софтуер, за нуждите на Факултет по дентална медицина към Медицински университет-Пловдив",МЕДИЦИНСКИ УНИВЕРСИТЕТ - ПЛОВДИВ,00512-2024-0066,Открита процедура,2025-01-02,2024-12-11,https://app.eop.bg/today/445737
859,"Доставкa, монтаж и въвеждане в експлоатация на  апаратура за лаборатория по клинична микробиология",Специализирана болница за активно лечение по акушерство и гинекология - Майчин дом ЕАД,00521-2024-0017,Открита процедура,2024-12-30,2024-12-11,https://app.eop.bg/today/445638
860,„Закупуване на специализирана техника по обособени позиции“,ОБЩИНА БОБОШЕВО,00845-2024-0004,Открита процедура,2024-12-30,2024-12-11,https://app.eop.bg/today/445621
861,"ДОСТАВКА, МОНТАЖ, ПРИВЕЖДАНЕ В ТЕХНИЧЕСКИ ИЗПРАВНО СЪСТОЯНИЕ, ИЗРАБОТКА НА ЛИЦЕНЗИОННА ДОКУМЕНТАЦИЯ ЗА ВЪВЕЖДАНЕ В ЕКСПЛОАТАЦИЯ, ОБУЧЕНИЕ ЗА РАБОТА И ГАРАНЦИОННА СЕРВИЗНА ПОДДРЪЖКА НА ЕДИН БРОЙ НОВА ДИГИТАЛНА МАМОГРАФСКА СИСТЕМА С ДИАГНОСТИЧНА ДОКТОРСКА РАБОТНА СТАНЦИЯ ЗА НУЖДИТЕ НА „ДКЦ 1 ЯМБОЛ“ ЕООД",ДИАГНОСТИЧНО - КОНСУЛТАТИВЕН ЦЕНТЪР 1 ЯМБОЛ ЕООД,03918-2024-0002,Открита процедура,2024-12-17,2024-12-11,https://app.eop.bg/today/445585
862,",,Доставка на хранителни и нехранителни стоки, перилни и почистващи препарати за нуждите на Община Карнобат и звената на бюджетна издръжка""",ОБЩИНА КАРНОБАТ,00190-2024-0029,Открита процедура,2024-12-30,2024-12-11,https://app.eop.bg/today/445523
863,"Доставка, монтаж и въвеждане в експлоатация на лабораторно оборудване за нуждите на научна група „ZeoNeo“ в проект BG-RRP-2.004-0008-С01 (SUMMIT) по три обособени позиции","СОФИЙСКИ УНИВЕРСИТЕТ ""СВ.КЛИМЕНТ ОХРИДСКИ""",00640-2024-0054,Открита процедура,2025-01-06,2024-12-11,https://app.eop.bg/today/445496
864,Разработване на Държавни образователни стандарти  и Национални изпитни програми  по професии по обособени позиции,НАЦИОНАЛНА АГЕНЦИЯ ЗА ПРОФЕСИОНАЛНО ОБРАЗОВАНИЕ И ОБУЧЕНИЕ,01979-2024-0004,Открита процедура,2025-01-02,2024-12-11,https://app.eop.bg/today/445181
865,„Доставка на материали за поддръжка на сградния фонд на ТУ-София и изнесените звена“,ТЕХНИЧЕСКИ УНИВЕРСИТЕТ,00193-2024-0120,Открита процедура,2025-01-09,2024-12-11,https://app.eop.bg/today/444922
866,"Рамково споразумение за  доставка, монтаж, въвеждане в експлоатация и гаранционно обслужване на алтернативни отоплителни уреди за битово отопление, вкл. стоманени радиатори, по проект „За по-чист въздух в община Велико Търново, чрез подмяна на отоплителните уреди на твърдо гориво с екологични алтернативи“ финансиран по процедура № BG16FFPR002-5.001 „За по-чист въздух!“ по приоритет 5 „Въздух“ на Програма „Околна среда“ 2021-2027 г.”, по обособени позиции",ОБЩИНА ВЕЛИКО ТЪРНОВО,00073-2024-0065,Открита процедура,2025-01-03,2024-12-11,https://app.eop.bg/today/444746
867,„Доставка на обзавеждане по проекти по Процедура BG-RRP-1.007 „Модернизация на образователна среда“  по Националния план за възстановяване и устойчивост“ по две обособени позиции,ОБЩИНА ПЛОВДИВ,00267-2024-0120,Открита процедура,2024-12-31,2024-12-11,https://app.eop.bg/today/444595
868,"Направа на просеки, кастрене на клони и отсичане на дървета по съществуващи и новоизграждащи се линии средно и ниско напрежение, по обособени позиции",Електроразпределение Юг ЕАД,00143-2024-0200,Открита процедура,2025-01-03,2024-12-11,https://app.eop.bg/today/444262
869,„Доставка/ поддръжка на комуникационно и хардуерно оборудване за нуждите на НСИ“ в обособени позиции.,НАЦИОНАЛЕН СТАТИСТИЧЕСКИ ИНСТИТУТ,00403-2024-0029,Открита процедура,2024-12-16,2024-12-11,https://app.eop.bg/today/443955
870,"„Доставка, интеграция, внедряване и поддръжка  на платформа ""Единно гише"" и модули за административни и финансови услуги“",БЪЛГАРСКИ ПОЩИ ЕАД,00276-2024-0043,Открита процедура,2024-12-30,2024-12-11,https://app.eop.bg/today/443913
871,"Осигуряване на мерки за информация и публичност на проект № BG-RRP-8.013-0015 „Устойчива градска мобилност в общините Шумен и Търговище"".",ОБЩИНА ТЪРГОВИЩЕ,00299-2024-0041,Открита процедура,2025-01-06,2024-12-11,https://app.eop.bg/today/442560
872,Доставка на дентални юнити за нуждите на Катедра по пародонтология и ЗОЛ към Факултет по дентална медицина,МЕДИЦИНСКИ УНИВЕРСИТЕТ - ПЛОВДИВ,00512-2024-0065,Открита процедура,2025-01-03,2024-12-11,https://app.eop.bg/today/442258
873,Периодична доставка на медицински изделия и консумативи за високоспециализирани изследвания и процедури за нуждите на ВМА и подчинените й структури,Военномедицинска академия,00085-2024-0059,Открита процедура,2024-12-30,2024-12-11,https://app.eop.bg/today/441791
874,"Доставка на лекарствени продукти, заплащани от НЗОК по чл.262, ал.6, т.1 от ЗЛПХМ, за нуждите на КОЦ-Русе ЕООД, по 30 обособени позиции",КОМПЛЕКСЕН ОНКОЛОГИЧЕН ЦЕНТЪР - РУСЕ ЕООД,00281-2024-0014,Открита процедура,2024-12-30,2024-12-11,https://app.eop.bg/today/439870
875,"""Доставка на оборудване и средства за поддръжката му за нуждите на Българска федерация по ски""",Българска федерация по ски Сдружение,04935-2024-0008,Открита процедура,2025-01-06,2024-12-11,https://app.eop.bg/today/439433
876,"Извършване на инвентаризация на  горските територии, независимо от тяхната собственост, изработване на горскостопански карти, ловностопански план и план за дейностите по опазване на горските територии от пожари, в района на дейност на ТП „ДГС СТАРА ЗАГОРА“, както и изработване на горскостопански план за държавните горски територии, попадащи в същия район на дейност“.",РЕГИОНАЛНА ДИРЕКЦИЯ ПО ГОРИТЕ - СТАРА ЗАГОРА,01183-2024-0003,Открита процедура,2025-01-06,2024-12-11,https://app.eop.bg/today/439152
877,„Предоставяне на услуги по охрана на имоти за нуждите на ТП на НОИ - Бургас“,ТЕРИТОРИАЛНО ПОДЕЛЕНИЕ НА НАЦИОНАЛЕН ОСИГУРИТЕЛЕН ИНСТИТУТ - БУРГАС,00145-2024-0107,Открита процедура,2025-01-07,2024-12-11,https://app.eop.bg/today/439151
878,Изпълнение на СМР за обект „Многофункционална спортна зала в гр. Разлог”,ОБЩИНА РАЗЛОГ,00914-2024-0020,Открита процедура,2024-12-30,2024-12-11,https://app.eop.bg/today/437255
879,"„Услуги по застраховане на щети или загуби на имущество (застраховка на сгради и движими вещи - материални активи) на ТД на НАП Варна и офиси: Добрич, Разград, Русе, Силистра, Търговище и Шумен при ТД на НАП Варна“.",НАЦИОНАЛНА АГЕНЦИЯ ЗА ПРИХОДИТЕ,00530-2024-0078,Открита процедура,2024-12-30,2024-12-11,https://app.eop.bg/today/435411
880,"Направа на просеки, кастрене на клони и отсичане на дървета по съществуващи и новоизграждащи се линии средно и ниско напрежение на територията на КЕЦ Ямбол",Електроразпределение Юг ЕАД,00143-2024-0199,Открита процедура,2025-01-06,2024-12-11,https://app.eop.bg/today/427533
881,„Изготвяне на Оценка на съответствието на инвестиционния проект и осъществяване на независим строителен надзор по време на изпълнение на СМР на многофамилни жилищни сгради на територията на гр. Търговище по 16 обособени позиции“,ОБЩИНА ТЪРГОВИЩЕ,00299-2024-0040,Открита процедура,2024-12-30,2024-12-11,https://app.eop.bg/today/424539
882,"Доставка на медицински изделия, консумативи и реактиви ЧАСТ I за нуждите на ""КОЦ-Шумен"" ЕООД",КОМПЛЕКСЕН ОНКОЛОГИЧЕН ЦЕНТЪР - ШУМЕН ЕООД,00979-2024-0013,Открита процедура,2025-01-03,2024-12-11,https://app.eop.bg/today/423364
883,Доставка и подмяна на резервни части за помпи и миксери „Flygt”,ВОДОСНАБДЯВАНЕ И КАНАЛИЗАЦИЯ ЕАД,00571-2024-0033,Открита процедура,2025-01-02,2024-12-11,https://app.eop.bg/today/406699
884,"""Доставка на гранични полицейски кораби до 20 БРТ за нуждите на ГДГП-МВР""","Главна дирекция ""Гранична полиция"" /ГДГП/ към Министерство на вътрешните работи /МВР/",02849-2024-0060,Открита процедура,2025-01-07,2024-12-11,https://app.eop.bg/today/347165
885,„ИЗПЪЛНЕНИЕ НА СМР ЗА ПРЕЧИСТВАТЕЛНА СТАНЦИЯ ЗА ОТПАДЪЧНИ ВОДИ С. МАНОЛЕ И С. МАНОЛСКО КОНАРЕ ЗА 3500 ЕЖ И ДОВЕЖДАЩ КОЛЕКТОР ДО ПСОВ В ДВЕ ОБОСОБЕНИ ПОЗИЦИИ“,ОБЩИНА МАРИЦА,00490-2024-0041,Публично състезание,2025-01-03,2024-12-11,https://app.eop.bg/today/423146
886,"„ПЕРИОДИЧНИ ДОСТАВКИ НА ЛЕКАРСТВЕНИ ПРОДУКТИ ЗА НУЖДИТЕ НА МБАЛ – ЧИРПАН ЕООД ГР. ЧИРПАН, ПО ОБОСОБЕНИ ПОЗИЦИИ“",МНОГОПРОФИЛНА  БОЛНИЦА ЗА АКТИВНО ЛЕЧЕНИЕ - ЧИРПАН ЕООД,00231-2024-0004,Публично състезание,2024-12-27,2024-12-11,https://app.eop.bg/today/446757
887,"„Логистика по организиране на събития за нуждите на Национална служба за съвети в земеделието, по обособени позиции“",НАЦИОНАЛНА СЛУЖБА ЗА СЪВЕТИ В ЗЕМЕДЕЛИЕТО,01585-2024-0007,Пряко договаряне,2024-12-16,2024-12-11,https://app.eop.bg/today/446616
888,"„Техническа поддръжка на радиолокационни станции „Печора 1”, „Печора 2”, „MR-2512 AC/TM” и „Варна 1”",Командване на военноморските сили,02899-2024-0040,Събиране на оферти с обява,2024-12-13,2024-12-11,https://app.eop.bg/today/446563
889,„Превоз на ученици  с автобусен специализиран транспорт за нуждите на ПГИИ „Джон Атанасов“  гр.Търговище по утвърден маршрут за периода от 03.01.2025 до 30.06.2025 година по пет обособени позиции“,"ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО ИКОНОМИЧЕСКА ИНФОРМАТИКА ""ДЖОН АТАНАСОВ"" - ТЪРГОВИЩЕ",03107-2024-0007,Публично състезание,2024-12-19,2024-12-11,https://app.eop.bg/today/446695
890,"„Осигуряване на специализиран превоз на ученици и деца в задължителна предучилищна възраст в община Карлово""",ОБЩИНА КАРЛОВО,00072-2024-0035,Публично състезание,2024-12-27,2024-12-11,https://app.eop.bg/today/445824
891,"„Изпълнение на строително-монтажни работи за изграждане на СТЕМ център и ВОСКС в ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО ОБЛЕКЛО, ОБСЛУЖВАНЕ И ТРАНСПОРТ -ГР. ДУЛОВО ” по процедура BG-RRP-1.015 „УЧИЛИЩНА STEM СРЕДА“","ПРОФЕСИОНАЛНА ГИМНАЗИЯ  ПО ОБЛЕКЛО, ОБСЛУЖВАНЕ И ТРАНСПОРТ",03929-2024-0005,Публично състезание,2024-12-20,2024-12-11,https://app.eop.bg/today/444602
892,“Доставка на специализиран употребяван автомобил за сметосъбиране и сметоизвозване за организиране на система за разделно събиране на биоразградими отпадъци на Община Чирпан”,ОБЩИНА  ЧИРПАН,00240-2024-0040,Публично състезание,2024-12-20,2024-12-11,https://app.eop.bg/today/446594
893,"„Изграждане  на нов малък  физкултурен салон  в двора  на СУ ”СВ.СОФРОНИЙ ВРАЧАНСКИ”“, гр. Пловдив","СРЕДНО УЧИЛИЩЕ ""СВ. СОФРОНИЙ ВРАЧАНСКИ"" - гр. ПЛОВДИВ",02133-2024-0004,Публично състезание,2025-01-13,2024-12-11,https://app.eop.bg/today/444610
894,"„Доставка чрез закупуване на нов автомобил 8+1 места за дом за пълнолетни лица с деменция, с. Падеш“",ОБЩИНА БЛАГОЕВГРАД,00109-2024-0071,Публично състезание,2024-12-19,2024-12-11,https://app.eop.bg/today/446591
895,"Покупка на „Масла, греси, смазочни материали и препарати за техническо обслужване на автобуси ,,Solaris”, модели: Urbino 12, Urbino 18, Urbino 12 Euro 6, Urbino 12 CNG, Golden dragon, Zhong tong и тролейбуси Skoda 26 TR – Solaris”",ГРАДСКИ ТРАНСПОРТ ЕАД,01389-2024-0010,Договаряне без предварителна покана за участие,2024-12-13,2024-12-11,https://app.eop.bg/today/445793
896,Доставка и гаранционна поддръжка на уредби за повишаване на налягането,СОФИЙСКА ВОДА АД,00435-2024-0108,Публично състезание,2024-12-20,2024-12-11,https://app.eop.bg/today/439660
897,Периодична доставка на канцеларски материали за нуждите на Ректората и звената на Медицински университет – София,МЕДИЦИНСКИ УНИВЕРСИТЕТ,00398-2024-0088,Публично състезание,2024-12-20,2024-12-11,https://app.eop.bg/today/446022
898,"Инженеринг - проектиране, СМР и авторски надзор за изграждане на нова спортна площадка при ПГ „Пейо Крачолов Яворов“, гр. Петрич",ПРОФИЛИРАНА ГИМНАЗИЯ ПЕЙО КРАЧОЛОВ ЯВОРОВ,03112-2024-0002,Събиране на оферти с обява,2024-12-19,2024-12-11,https://app.eop.bg/today/446553
899,"ДОСТАВКА, МОНТАЖ И ВЪВЕЖДАНЕ В ЕКСПЛОАТАЦИЯ НА ТЕХНОЛОГИЧНО ОБОРУДВАНЕ ЗА ИЗГРАЖДАНЕ НА УЧИЛИЩНА STEM СРЕДА И ВИСОКОТЕХНОЛОГИЧНИ ОБОРУДВАНИ И СВЪРЗАНИ КЛАСНИ СТАИ (ВОСКС) В ОУ “Гео Милев”, с. Белозем, по обособени позиции","ОСНОВНО УЧИЛИЩЕ ""ГЕО МИЛЕВ"" - с. БЕЛОЗЕМ",03654-2024-0001,Публично състезание,2024-12-20,2024-12-11,https://app.eop.bg/today/446469
